Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[disease]	Characteristics[developmental stage]	Characteristics[individual]	Characteristics[age]	Unit [time unit]	Characteristics[sex]	Characteristics[organism part]	Material Type	Protocol REF	Protocol REF	Protocol REF	Extract Name	Material Type	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Protocol REF	Protocol REF	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	Protocol REF	Protocol REF	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	Protocol REF	Protocol REF	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	Factor Value[developmental stage]	Factor Value[organism part]
5575sTS.Human.Liver.17ypb.Male	ERS2510381	SAMEA4690198	Homo sapiens	normal	adolescent	not available	17	year	male	liver	organism part	P-MTAB-75109	P-MTAB-75110	P-MTAB-75111	5575sTS.Human.Liver.17ypb.Male	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-75112	Lausanne Genomics Technology Facility	5575sTS.Human.Liver.17ypb.Male	sequencing assay	ERX2614556	5575sTS.Human.Liver.17ypb.Male.fastq.gz	5575sTS.Human.Liver.17ypb.Male.fastq.gz	ERR2598275	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/005/ERR2598275/ERR2598275.fastq.gz	P-MTAB-75114	P-MTAB-75113	5575sTS.Human.Liver.17ypb.Male.sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.5575sTS.Human.Liver.17ypb.Male.sorted.bam	P-MTAB-75114	P-MTAB-75113	Human.CPM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.2.zip	P-MTAB-75114	P-MTAB-75113	Human.RPKM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.1.zip	adolescent	liver
5518sTS.Human.Testis.55ypb.Male	ERS2510392	SAMEA4690209	Homo sapiens	normal	elderly	not available	55	year	male	testis	organism part	P-MTAB-75109	P-MTAB-75110	P-MTAB-75111	5518sTS.Human.Testis.55ypb.Male	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-75112	Lausanne Genomics Technology Facility	5518sTS.Human.Testis.55ypb.Male	sequencing assay	ERX2614567	5518sTS.Human.Testis.55ypb.Male.fastq.gz	5518sTS.Human.Testis.55ypb.Male.fastq.gz	ERR2598286	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/006/ERR2598286/ERR2598286.fastq.gz	P-MTAB-75114	P-MTAB-75113	5518sTS.Human.Testis.55ypb.Male.sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.5518sTS.Human.Testis.55ypb.Male.sorted.bam	P-MTAB-75114	P-MTAB-75113	Human.CPM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.2.zip	P-MTAB-75114	P-MTAB-75113	Human.RPKM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.1.zip	elderly	testis
5512sTS.Human.Liver.58ypb.Male	ERS2510390	SAMEA4690207	Homo sapiens	normal	elderly	not available	58	year	male	liver	organism part	P-MTAB-75109	P-MTAB-75110	P-MTAB-75111	5512sTS.Human.Liver.58ypb.Male	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-75112	Lausanne Genomics Technology Facility	5512sTS.Human.Liver.58ypb.Male	sequencing assay	ERX2614565	5512sTS.Human.Liver.58ypb.Male.fastq.gz	5512sTS.Human.Liver.58ypb.Male.fastq.gz	ERR2598284	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/004/ERR2598284/ERR2598284.fastq.gz	P-MTAB-75114	P-MTAB-75113	5512sTS.Human.Liver.58ypb.Male.sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.5512sTS.Human.Liver.58ypb.Male.sorted.bam	P-MTAB-75114	P-MTAB-75113	Human.CPM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.2.zip	P-MTAB-75114	P-MTAB-75113	Human.RPKM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.1.zip	elderly	liver
5514sTS.Human.Brain.58ypb.Male	ERS2510386	SAMEA4690203	Homo sapiens	normal	elderly	not available	58	year	male	forebrain	organism part	P-MTAB-75109	P-MTAB-75110	P-MTAB-75111	5514sTS.Human.Brain.58ypb.Male	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-75112	Lausanne Genomics Technology Facility	5514sTS.Human.Brain.58ypb.Male	sequencing assay	ERX2614561	5514sTS.Human.Brain.58ypb.Male.fastq.gz	5514sTS.Human.Brain.58ypb.Male.fastq.gz	ERR2598280	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/000/ERR2598280/ERR2598280.fastq.gz	P-MTAB-75114	P-MTAB-75113	5514sTS.Human.Brain.58ypb.Male.sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.5514sTS.Human.Brain.58ypb.Male.sorted.bam	P-MTAB-75114	P-MTAB-75113	Human.CPM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.2.zip	P-MTAB-75114	P-MTAB-75113	Human.RPKM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.1.zip	elderly	forebrain
5524sTS.Human.Brain.58ypb.Male	ERS2510387	SAMEA4690204	Homo sapiens	normal	elderly	not available	58	year	male	forebrain	organism part	P-MTAB-75109	P-MTAB-75110	P-MTAB-75111	5524sTS.Human.Brain.58ypb.Male	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-75112	Lausanne Genomics Technology Facility	5524sTS.Human.Brain.58ypb.Male	sequencing assay	ERX2614562	5524sTS.Human.Brain.58ypb.Male.fastq.gz	5524sTS.Human.Brain.58ypb.Male.fastq.gz	ERR2598281	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/001/ERR2598281/ERR2598281.fastq.gz	P-MTAB-75114	P-MTAB-75113	5524sTS.Human.Brain.58ypb.Male.sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.5524sTS.Human.Brain.58ypb.Male.sorted.bam	P-MTAB-75114	P-MTAB-75113	Human.CPM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.2.zip	P-MTAB-75114	P-MTAB-75113	Human.RPKM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.1.zip	elderly	forebrain
5525sTS.Human.Cerebellum.58ypb.Male	ERS2510388	SAMEA4690205	Homo sapiens	normal	elderly	not available	58	year	male	hindbrain	organism part	P-MTAB-75109	P-MTAB-75110	P-MTAB-75111	5525sTS.Human.Cerebellum.58ypb.Male	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-75112	Lausanne Genomics Technology Facility	5525sTS.Human.Cerebellum.58ypb.Male	sequencing assay	ERX2614563	5525sTS.Human.Cerebellum.58ypb.Male.fastq.gz	5525sTS.Human.Cerebellum.58ypb.Male.fastq.gz	ERR2598282	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/002/ERR2598282/ERR2598282.fastq.gz	P-MTAB-75114	P-MTAB-75113	5525sTS.Human.Cerebellum.58ypb.Male.sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.5525sTS.Human.Cerebellum.58ypb.Male.sorted.bam	P-MTAB-75114	P-MTAB-75113	Human.CPM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.2.zip	P-MTAB-75114	P-MTAB-75113	Human.RPKM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.1.zip	elderly	hindbrain
5571sTS.Human.Liver.58ypb.Male	ERS2510391	SAMEA4690208	Homo sapiens	normal	elderly	not available	58	year	male	liver	organism part	P-MTAB-75109	P-MTAB-75110	P-MTAB-75111	5571sTS.Human.Liver.58ypb.Male	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-75112	Lausanne Genomics Technology Facility	5571sTS.Human.Liver.58ypb.Male	sequencing assay	ERX2614566	5571sTS.Human.Liver.58ypb.Male.fastq.gz	5571sTS.Human.Liver.58ypb.Male.fastq.gz	ERR2598285	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/005/ERR2598285/ERR2598285.fastq.gz	P-MTAB-75114	P-MTAB-75113	5571sTS.Human.Liver.58ypb.Male.sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.5571sTS.Human.Liver.58ypb.Male.sorted.bam	P-MTAB-75114	P-MTAB-75113	Human.CPM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.2.zip	P-MTAB-75114	P-MTAB-75113	Human.RPKM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.1.zip	elderly	liver
5573sTS.Human.Cerebellum.58ypb.Male	ERS2510389	SAMEA4690206	Homo sapiens	normal	elderly	not available	58	year	male	hindbrain	organism part	P-MTAB-75109	P-MTAB-75110	P-MTAB-75111	5573sTS.Human.Cerebellum.58ypb.Male	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-75112	Lausanne Genomics Technology Facility	5573sTS.Human.Cerebellum.58ypb.Male	sequencing assay	ERX2614564	5573sTS.Human.Cerebellum.58ypb.Male.fastq.gz	5573sTS.Human.Cerebellum.58ypb.Male.fastq.gz	ERR2598283	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/003/ERR2598283/ERR2598283.fastq.gz	P-MTAB-75114	P-MTAB-75113	5573sTS.Human.Cerebellum.58ypb.Male.sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.5573sTS.Human.Cerebellum.58ypb.Male.sorted.bam	P-MTAB-75114	P-MTAB-75113	Human.CPM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.2.zip	P-MTAB-75114	P-MTAB-75113	Human.RPKM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.1.zip	elderly	hindbrain
5828sTS.Human.Heart.6mpb.Female	ERS2510397	SAMEA4690214	Homo sapiens	normal	infant	not available	6	month	female	heart	organism part	P-MTAB-75109	P-MTAB-75110	P-MTAB-75111	5828sTS.Human.Heart.6mpb.Female	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-75112	Lausanne Genomics Technology Facility	5828sTS.Human.Heart.6mpb.Female	sequencing assay	ERX2614572	5828sTS.Human.Heart.6mpb.Female.fastq.gz	5828sTS.Human.Heart.6mpb.Female.fastq.gz	ERR2598291	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/001/ERR2598291/ERR2598291.fastq.gz	P-MTAB-75114	P-MTAB-75113	5828sTS.Human.Heart.6mpb.Female.sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.5828sTS.Human.Heart.6mpb.Female.sorted.bam	P-MTAB-75114	P-MTAB-75113	Human.CPM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.2.zip	P-MTAB-75114	P-MTAB-75113	Human.RPKM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.1.zip	infant	heart
5849sTS.Human.Cerebellum.6mpb.Female	ERS2510401	SAMEA4690218	Homo sapiens	normal	infant	not available	6	month	female	hindbrain	organism part	P-MTAB-75109	P-MTAB-75110	P-MTAB-75111	5849sTS.Human.Cerebellum.6mpb.Female	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-75112	Lausanne Genomics Technology Facility	5849sTS.Human.Cerebellum.6mpb.Female	sequencing assay	ERX2614576	5849sTS.Human.Cerebellum.6mpb.Female.fastq.gz	5849sTS.Human.Cerebellum.6mpb.Female.fastq.gz	ERR2598295	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/005/ERR2598295/ERR2598295.fastq.gz	P-MTAB-75114	P-MTAB-75113	5849sTS.Human.Cerebellum.6mpb.Female.sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.5849sTS.Human.Cerebellum.6mpb.Female.sorted.bam	P-MTAB-75114	P-MTAB-75113	Human.CPM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.2.zip	P-MTAB-75114	P-MTAB-75113	Human.RPKM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.1.zip	infant	hindbrain
5909sTS.Human.Heart.6mpb.Female	ERS2510398	SAMEA4690215	Homo sapiens	normal	infant	not available	6	month	female	heart	organism part	P-MTAB-75109	P-MTAB-75110	P-MTAB-75111	5909sTS.Human.Heart.6mpb.Female	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-75112	Lausanne Genomics Technology Facility	5909sTS.Human.Heart.6mpb.Female	sequencing assay	ERX2614573	5909sTS.Human.Heart.6mpb.Female.fastq.gz	5909sTS.Human.Heart.6mpb.Female.fastq.gz	ERR2598292	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/002/ERR2598292/ERR2598292.fastq.gz	P-MTAB-75114	P-MTAB-75113	5909sTS.Human.Heart.6mpb.Female.sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.5909sTS.Human.Heart.6mpb.Female.sorted.bam	P-MTAB-75114	P-MTAB-75113	Human.CPM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.2.zip	P-MTAB-75114	P-MTAB-75113	Human.RPKM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.1.zip	infant	heart
6102sTS.Human.Testis.6mpb.Male	ERS2510410	SAMEA4690227	Homo sapiens	normal	infant	not available	6	month	male	testis	organism part	P-MTAB-75109	P-MTAB-75110	P-MTAB-75111	6102sTS.Human.Testis.6mpb.Male	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-75112	Lausanne Genomics Technology Facility	6102sTS.Human.Testis.6mpb.Male	sequencing assay	ERX2614585	6102sTS.Human.Testis.6mpb.Male.fastq.gz	6102sTS.Human.Testis.6mpb.Male.fastq.gz	ERR2598304	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/004/ERR2598304/ERR2598304.fastq.gz	P-MTAB-75114	P-MTAB-75113	6102sTS.Human.Testis.6mpb.Male.sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.6102sTS.Human.Testis.6mpb.Male.sorted.bam	P-MTAB-75114	P-MTAB-75113	Human.CPM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.2.zip	P-MTAB-75114	P-MTAB-75113	Human.RPKM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.1.zip	infant	testis
6103sTS.Human.Kidney.6mpb.Female	ERS2510403	SAMEA4690220	Homo sapiens	normal	infant	not available	6	month	female	kidney	organism part	P-MTAB-75109	P-MTAB-75110	P-MTAB-75111	6103sTS.Human.Kidney.6mpb.Female	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-75112	Lausanne Genomics Technology Facility	6103sTS.Human.Kidney.6mpb.Female	sequencing assay	ERX2614578	6103sTS.Human.Kidney.6mpb.Female.fastq.gz	6103sTS.Human.Kidney.6mpb.Female.fastq.gz	ERR2598297	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/007/ERR2598297/ERR2598297.fastq.gz	P-MTAB-75114	P-MTAB-75113	6103sTS.Human.Kidney.6mpb.Female.sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.6103sTS.Human.Kidney.6mpb.Female.sorted.bam	P-MTAB-75114	P-MTAB-75113	Human.CPM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.2.zip	P-MTAB-75114	P-MTAB-75113	Human.RPKM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.1.zip	infant	kidney
6104sTS.Human.Kidney.6mpb.Male	ERS2510404	SAMEA4690221	Homo sapiens	normal	infant	not available	6	month	male	kidney	organism part	P-MTAB-75109	P-MTAB-75110	P-MTAB-75111	6104sTS.Human.Kidney.6mpb.Male	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-75112	Lausanne Genomics Technology Facility	6104sTS.Human.Kidney.6mpb.Male	sequencing assay	ERX2614579	6104sTS.Human.Kidney.6mpb.Male.fastq.gz	6104sTS.Human.Kidney.6mpb.Male.fastq.gz	ERR2598298	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/008/ERR2598298/ERR2598298.fastq.gz	P-MTAB-75114	P-MTAB-75113	6104sTS.Human.Kidney.6mpb.Male.sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.6104sTS.Human.Kidney.6mpb.Male.sorted.bam	P-MTAB-75114	P-MTAB-75113	Human.CPM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.2.zip	P-MTAB-75114	P-MTAB-75113	Human.RPKM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.1.zip	infant	kidney
6105sTS.Human.Kidney.6mpb.Male	ERS2510405	SAMEA4690222	Homo sapiens	normal	infant	not available	6	month	male	kidney	organism part	P-MTAB-75109	P-MTAB-75110	P-MTAB-75111	6105sTS.Human.Kidney.6mpb.Male	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-75112	Lausanne Genomics Technology Facility	6105sTS.Human.Kidney.6mpb.Male	sequencing assay	ERX2614580	6105sTS.Human.Kidney.6mpb.Male.fastq.gz	6105sTS.Human.Kidney.6mpb.Male.fastq.gz	ERR2598299	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/009/ERR2598299/ERR2598299.fastq.gz	P-MTAB-75114	P-MTAB-75113	6105sTS.Human.Kidney.6mpb.Male.sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.6105sTS.Human.Kidney.6mpb.Male.sorted.bam	P-MTAB-75114	P-MTAB-75113	Human.CPM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.2.zip	P-MTAB-75114	P-MTAB-75113	Human.RPKM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.1.zip	infant	kidney
5836sTS.Human.Heart.127dpb.Male	ERS2510396	SAMEA4690213	Homo sapiens	normal	infant	not available	127	day	male	heart	organism part	P-MTAB-75109	P-MTAB-75110	P-MTAB-75111	5836sTS.Human.Heart.127dpb.Male	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-75112	Lausanne Genomics Technology Facility	5836sTS.Human.Heart.127dpb.Male	sequencing assay	ERX2614571	5836sTS.Human.Heart.127dpb.Male.fastq.gz	5836sTS.Human.Heart.127dpb.Male.fastq.gz	ERR2598290	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/000/ERR2598290/ERR2598290.fastq.gz	P-MTAB-75114	P-MTAB-75113	5836sTS.Human.Heart.127dpb.Male.sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.5836sTS.Human.Heart.127dpb.Male.sorted.bam	P-MTAB-75114	P-MTAB-75113	Human.CPM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.2.zip	P-MTAB-75114	P-MTAB-75113	Human.RPKM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.1.zip	infant	heart
5528sTS.Human.Liver.221dpb.Male	ERS2510406	SAMEA4690223	Homo sapiens	normal	infant	not available	221	day	male	liver	organism part	P-MTAB-75109	P-MTAB-75110	P-MTAB-75111	5528sTS.Human.Liver.221dpb.Male	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-75112	Lausanne Genomics Technology Facility	5528sTS.Human.Liver.221dpb.Male	sequencing assay	ERX2614581	5528sTS.Human.Liver.221dpb.Male.fastq.gz	5528sTS.Human.Liver.221dpb.Male.fastq.gz	ERR2598300	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/000/ERR2598300/ERR2598300.fastq.gz	P-MTAB-75114	P-MTAB-75113	5528sTS.Human.Liver.221dpb.Male.sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.5528sTS.Human.Liver.221dpb.Male.sorted.bam	P-MTAB-75114	P-MTAB-75113	Human.CPM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.2.zip	P-MTAB-75114	P-MTAB-75113	Human.RPKM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.1.zip	infant	liver
5539sTS.Human.Brain.221dpb.Male	ERS2510394	SAMEA4690211	Homo sapiens	normal	infant	not available	221	day	male	forebrain	organism part	P-MTAB-75109	P-MTAB-75110	P-MTAB-75111	5539sTS.Human.Brain.221dpb.Male	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-75112	Lausanne Genomics Technology Facility	5539sTS.Human.Brain.221dpb.Male	sequencing assay	ERX2614569	5539sTS.Human.Brain.221dpb.Male.fastq.gz	5539sTS.Human.Brain.221dpb.Male.fastq.gz	ERR2598288	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/008/ERR2598288/ERR2598288.fastq.gz	P-MTAB-75114	P-MTAB-75113	5539sTS.Human.Brain.221dpb.Male.sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.5539sTS.Human.Brain.221dpb.Male.sorted.bam	P-MTAB-75114	P-MTAB-75113	Human.CPM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.2.zip	P-MTAB-75114	P-MTAB-75113	Human.RPKM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.1.zip	infant	forebrain
5555sTS.Human.Cerebellum.221dpb.Male	ERS2510399	SAMEA4690216	Homo sapiens	normal	infant	not available	221	day	male	hindbrain	organism part	P-MTAB-75109	P-MTAB-75110	P-MTAB-75111	5555sTS.Human.Cerebellum.221dpb.Male	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-75112	Lausanne Genomics Technology Facility	5555sTS.Human.Cerebellum.221dpb.Male	sequencing assay	ERX2614574	5555sTS.Human.Cerebellum.221dpb.Male.fastq.gz	5555sTS.Human.Cerebellum.221dpb.Male.fastq.gz	ERR2598293	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/003/ERR2598293/ERR2598293.fastq.gz	P-MTAB-75114	P-MTAB-75113	5555sTS.Human.Cerebellum.221dpb.Male.sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.5555sTS.Human.Cerebellum.221dpb.Male.sorted.bam	P-MTAB-75114	P-MTAB-75113	Human.CPM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.2.zip	P-MTAB-75114	P-MTAB-75113	Human.RPKM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.1.zip	infant	hindbrain
